H16.8	H168	Other keratitis	Viêm giác mạc khác
H16.9	H169	Keratitis, unspecified	Viêm giác mạc, không đặc hiệu
H17	H17	Corneal scars and opacities	Sẹo và đục giác mạc
H17.0	H170	Adherent leukoma	Sẹo dính
H17.1	H171	Other central corneal opacity	Đục giác mạc trung tâm khác
H17.8	H178	Other corneal scars and opacities	Sẹo và đục giác mạc khác
H17.9	H179	Corneal scar and opacity, unspecified	Sẹo và đục giác mạc, không đặc hiệu
H18	H18	Other disorders of cornea	Bệnh khác của giác mạc
H18.0	H180	Corneal pigmentations and deposits	Nhiễm sắc tố và lắng đọng ở giác mạc
H18.1	H181	Bullous keratopathy	Bệnh giác mạc bọng
H18.2	H182	Other corneal oedema	Phù giác mạc khác
H18.3	H183	Changes in corneal membranes	Biến đổi ở các lớp giác mạc
H18.4	H184	Corneal degeneration	thoái hóa giác mạc
H18.5	H185	Hereditary corneal dystrophies	Loạn dưỡng giác mạc di truyền
H18.6	H186	Keratoconus	Giác mạc hình chóp
H18.7	H187	Other corneal deformities	Biến dạng giác mạc khác
H18.8	H188	Other specified disorders of cornea	Bệnh giác mạc xác định khác
H18.9	H189	Disorder of cornea, unspecified	Bệnh giác mạc không đặc hiệu
H19	H19	Disorders of sclera and cornea in diseases classified elsewhere	Bệnh củng mạc và giác mạc trong các bệnh phân loại nơi khác
H19*	H19	Disorders of sclera and cornea in diseases classified elsewhere	Bệnh củng mạc và giác mạc trong các bệnh phân loại nơi khác
H19.0*	H190	Scleritis and episcleritis in diseases classified elsewhere	Viêm củng mạc và thượng củng mạc trong các bệnh phân loại nơi khác
H19.1*	H191	Herpesviral keratitis and keratoconjunctivitis (B00.5†)	Viêm giác mạc và viêm kết mạc do virus Herpes (B00.5†)
H19.2*	H192	Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere	Viêm giác mạc và viêm kết giác mạc trong bệnh nhiễm trùng và nhiễm ký sinh khác phân loại nơi khác
H19.3*	H193	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	Viêm giác mạc và viêm kết giác mạc trong bệnh khác, phân loại nơi khác
H19.8*	H198	Other disorders of sclera and cornea in diseases classified elsewhere	Bệnh khác của củng mạc và giác mạc trong bệnh phân loại nơi khác
H20	H20	Iridocyclitis	Viêm mống thể mi
H20.0	H200	Acute and subacute iridocyclitis	Viêm mống mắt thể mi cấp và bán cấp
H20.1	H201	Chronic iridocyclitis	Viêm mống mắt thể mi mạn
H20.2	H202	Lens-induced iridocyclitis	Viêm mống mắt thể mi do thể thủy tinh
H20.8	H208	Other iridocyclitis	Viêm mống mắt thể mi khác
H20.9	H209	Iridocyclitis, unspecified	Viêm mống mắt thể mi, không đặc hiệu
H21	H21	Other disorders of iris and ciliary body	Bệnh khác của mống mắt và thể mi
H21.0	H210	Hyphaema	Xuất huyết tiền phòng
H21.1	H211	Other vascular disorders of iris and ciliary body	Bệnh mạch máu khác của mống mắt và thể mi
H21.2	H212	Degeneration of iris and ciliary body	thoái hóa mống mắt và thể mi
H21.3	H213	Cyst of iris, ciliary body and anterior chamber	Nang mống mắt, thể mi và tiền phòng
H21.4	H214	Pupillary membranes	Màng đồng từ
H21.5	H215	Other adhesions and disruptions of iris and ciliary body	Dính và đứt khác của mống mắt và thể mi
H21.8	H218	Other specified disorders of iris and ciliary body	Bệnh khác của mống mắt và thể mi
H21.9	H219	Disorder of iris and ciliary body, unspecified	Bệnh của mống mắt và thể mi, không đặc hiệu
H22	H22	Disorders of iris and ciliary body in diseases classified elsewhere	Bệnh của mống mắt và thể mi trong bệnh phân loại nơi khác
H22*	H22	Disorders of iris and ciliary body in diseases classified elsewhere	Bệnh của mống mắt và thể mi trong bệnh phân loại nơi khác
H22.0*	H220	Iridocyclitis in infectious and parasitic diseases classified elsewhere	Viêm mống mắt thể mi trong các bệnh nhiễm trùng và ký sinh trùng phân loại nơi khác
H22.1*	H221	Iridocyclitis in other diseases classified elsewhere	Viêm mống mắt thể mi trong các bệnh khác, phân loại nơi khác
H22.8*	H228	Other disorders of iris and ciliary body in diseases classified elsewhere	Bệnh khác của mống mắt và thể mi trong các bệnh phân loại nơi khác
H25	H25	Senile cataract	Đục thủy tinh thể người già
H25.0	H250	Senile incipient cataract	Đục thể thủy tinh bắt đầu ở người già
H25.1	H251	Senile nuclear cataract	Đục thể thủy tinh vùng nhân ở người già
H25.2	H252	Senile cataract, morgagnian type	Đục thể thủy tinh hình thái Morgagni
H25.8	H258	Other senile cataract	Đục thể thủy tinh người già khác
H25.9	H259	Senile cataract, unspecified	Đục thể thủy tinh người già, không đặc hiệu
H26	H26	Other cataract	Đục thủy tinh thể khác
H26.0	H260	Infantile, juvenile and presenile cataract	Đục thể thủy tinh trẻ em, người trẻ và trước tuổi già (loại trừ bẩm sinh)
H26.1	H261	Traumatic cataract	Đục thể thủy tinh do chấn thương
H26.2	H262	Complicated cataract	Đục thể thủy tinh biến chứng
H26.3	H263	Drug-induced cataract	Đục thể thủy tinh do thuốc
H26.4	H264	After-cataract	Đục bao sau mổ đục thể thủy tinh ngoài bao
H26.8	H268	Other specified cataract	Đục thể thủy tinh xác định khác
H26.9	H269	Cataract, unspecified	Đục thể thủy tinh, không đặc hiệu khác
H27	H27	Other disorders of lens	Các bệnh khác của thủy tinh thể
H27.0	H270	Aphakia	Không có thể thủy tinh
H27.1	H271	Dislocation of lens	Lệch thể thủy tinh
H27.8	H278	Other specified disorders of lens	Bệnh thể thủy tinh xác định khác
H27.9	H279	Disorder of lens, unspecified	Bệnh thể thủy tinh, không đặc hiệu
H28	H28	Cataract and other disorders of lens in diseases classified elsewhere	Đục thủy tinh thể và bệnh của thủy tinh thể khác trong các bệnh phân loại nơi khác
H28.0*	H280	Diabetic cataract (E10-E14 with common fourth character .3†)	Đục thể thủy tinh do đái tháo đường (E10-E14 với ký tự thứ tư là .3†)
H28.1*	H281	Cataract in other endocrine, nutritional and metabolic diseases	Đục thể thủy tinh trong các bệnh nội tiết, dinh dưỡng và chuyển hóa khác
H28.2*	H282	Cataract in other diseases classified elsewhere	Đục thể thủy tinh trong bệnh khác phân loại nơi khác
H28.8*	H288	Other disorders of lens in diseases classified elsewhere	Bệnh khác của thể thủy tinh trong các bệnh phân loại nơi khác
H30	H30	Chorioretinal inflammation	Viêm hắc võng mạc
H30.0	H300	Focal chorioretinal inflammation	Viêm hắc võng mạc khu trú
H30.1	H301	Disseminated chorioretinal inflammation	Viêm hắc võng mạc rải rác
H30.2	H302	Posterior cyclitis	Viêm thể mi sau
H30.8	H308	Other chorioretinal inflammations	Bệnh viêm hắc võng mạc khác
H30.9	H309	Chorioretinal inflammation, unspecified	Viêm hắc võng mạc, không đặc hiệu
H31	H31	Other disorders of choroid	Bệnh khác của hắc mạc
H31.0	H310	Chorioretinal scars	Sẹo hắc võng mạc
H31.1	H311	Choroidal degeneration	thoái hóa hắc mạc
H31.2	H312	Hereditary choroidal dystrophy	Loạn dưỡng hắc mạc di truyền
H31.3	H313	Choroidal haemorrhage and rupture	Xuất huyết và rách hắc mạc
H31.4	H314	Choroidal detachment	Bong hắc mạc
H31.8	H318	Other specified disorders of choroid	Bệnh xác định khác của hắc mạc
H31.9	H319	Disorder of choroid, unspecified	Bệnh hắc mạc, không đặc hiệu
H32	H32	Chorioretinal disorders in diseases classified elsewhere	Bệnh hắc võng mạc trong các bệnh phân loại nơi khác
H32*	H32	Chorioretinal disorders in diseases classified elsewhere	Bệnh hắc võng mạc trong các bệnh phân loại nơi khác
H32.0*	H320	Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere	Viêm hắc võng mạc trong bệnh nhiễm trùng và ký sinh trùng phân loại nơi khác
H32.8*	H328	Other chorioretinal disorders in diseases classified elsewhere	Bệnh hắc võng mạc khác trong các bệnh phân loại nơi khác
H33	H33	Retinal detachments and breaks	Bong và rách võng mạc
H33.0	H330	Retinal detachment with retinal break	Bong võng mạc có vết rách
H33.1	H331	Retinoschisis and retinal cysts	Tách lớp võng mạc và nang võng mạc
H33.2	H332	Serous retinal detachment	Bong võng mạc thanh dịch
H33.3	H333	Retinal breaks without detachment	Vết rách võng mạc không có bong
H33.4	H334	Traction detachment of retina	Bong võng mạc do kéo
H33.5	H335	Other retinal detachments	Bong võng mạc khác
H34	H34	Retinal vascular occlusions	Tắc mạch võng mạc
H34.0	H340	Transient retinal artery occlusion	Tắc động mạch võng mạc thoáng qua
H34.1	H341	Central retinal artery occlusion	Tắc động mạch trung tâm võng mạc
H34.2	H342	Other retinal artery occlusions	Tắc động mạch võng mạc khác
H34.8	H348	Other retinal vascular occlusions	Các tắc mạch võng mạc khác
H34.9	H349	Retinal vascular occlusion, unspecified	Tắc mạch võng mạc, không đặc hiệu
H35	H35	Other retinal disorders	Các bệnh võng mạc khác
H35.0	H350	Background retinopathy and retinal vascular changes	Bệnh lý võng mạc sơ phát và biến đổi mạch máu võng mạc
H35.1	H351	Retinopathy of prematurity	Bệnh lý võng mạc của trẻ đẻ non
H35.2	H352	Other proliferative retinopathy	Bệnh lý võng mạc tăng sinh khác
H35.3	H353	Degeneration of macula and posterior pole	thoái hóa hoàng điểm và cực sau
H35.4	H354	Peripheral retinal degeneration	thoái hóa võng mạc ngoại biên
H35.5	H355	Hereditary retinal dystrophy	Loạn dưỡng võng mạc di truyền
H35.6	H356	Retinal haemorrhage	Xuất huyết võng mạc
H35.7	H357	Separation of retinal layers	Bong các lớp võng mạc
H35.8	H358	Other specified retinal disorders	Bệnh võng mạc xác định khác
H35.9	H359	Retinal disorder, unspecified	Bệnh võng mạc, không đặc hiệu
H36	H36	Retinal disorders in diseases classified elsewhere	Bệnh võng mạc trong các bệnh phân loại nơi khác
H36*	H36	Retinal disorders in diseases classified elsewhere	Bệnh võng mạc trong các bệnh phân loại nơi khác
H36.0*	H360	Diabetic retinopathy (E10-E14 with common fourth character .3†)	Bệnh lý võng mạc do đái tháo đường (E10-E14 với ký tự thứ tư chung là .3†)
H36.8*	H368	Other retinal disorders in diseases classified elsewhere	Bệnh võng mạc khác trong các bệnh phân loại nơi khác
H40	H40	Glaucoma	Glôcôm
H40.0	H400	Glaucoma suspect	Nghi ngờ glocom
H40.1	H401	Primary open-angle glaucoma	Glocom góc mở nguyên phát
H40.2	H402	Primary angle-closure glaucoma	Glocom góc đóng nguyên phát
H40.3	H403	Glaucoma secondary to eye trauma	Glocom thứ phát do chấn thương mắt
H40.4	H404	Glaucoma secondary to eye inflammation	Glocom thứ phát do viêm mắt
H40.5	H405	Glaucoma secondary to other eye disorders	Glocom thứ phát do bệnh mắt khác
H40.6	H406	Glaucoma secondary to drugs	Glocom thứ phát do thuốc
H40.8	H408	Other glaucoma	Glocom khác
H40.9	H409	Glaucoma, unspecified	Glocom, không đặc hiệu
H42	H42	Glaucoma in diseases classified elsewhere	Glôcôm trong các bệnh phân loại nơi khác
H42*	H42	Glaucoma in diseases classified elsewhere	Glocom trong các bệnh phân loại nơi khác
H42.0*	H420	Glaucoma in endocrine, nutritional and metabolic diseases	Glocom trong bệnh nội tiết, dinh dưỡng và chuyển h
H42.8*	H428	Glaucoma in other diseases classified elsewhere	Glocom trong các bệnh phân loại nơi khác
H43	H43	Disorders of vitreous body	Bệnh của dịch kính
H43.0	H430	Vitreous prolapse	Phòi dịch kính
H43.1	H431	Vitreous haemorrhage	Xuất huyết dịch kính
H43.2	H432	Crystalline deposits in vitreous body	Cặn lắng tinh thể trong dịch kính
H43.3	H433	Other vitreous opacities	Vẩn đục dịch kính khác
H43.8	H438	Other disorders of vitreous body	Bệnh khác của dịch kính
H43.9	H439	Disorder of vitreous body, unspecified	Bệnh dịch kính, không đặc hiệu
H44	H44	Disorders of globe	Bệnh của nhãn cầu
H44.0	H440	Purulent endophthalmitis	Viêm mủ nội nhãn
H44.1	H441	Other endophthalmitis	Viêm nội nhãn khác
H44.2	H442	Degenerative myopia	Cận thị thoái hóa
H44.3	H443	Other degenerative disorders of globe	Bệnh thoái hóa khác của nhãn cầu
H44.4	H444	Hypotony of eye	Hạ nhãn áp
H44.5	H445	Degenerated conditions of globe	Các bệnh thoái hóa của nhãn cầu
H44.6	H446	Retained (old) intraocular foreign body, magnetic	Dị vật nội nhãn, có từ tính
H44.7	H447	Retained (old) intraocular foreign body, nonmagnetic	Dị vật nội nhãn, không từ tính
H44.8	H448	Other disorders of globe	Các bệnh khác của nhãn cầu
H44.9	H449	Disorder of globe, unspecified	Bệnh nhãn cầu, không đặc hiệu
H45	H45	Disorders of vitreous body and globe in diseases classified elsewhere	Bệnh của dịch kính và nhãn cầu trong các bệnh phân loại nơi khác
H45*	H45	Disorders of vitreous body and globe in diseases classified elsewhere	Bệnh của dịch kính và nhãn cầu trong các bệnh phân loại nơi khác
H45.0*	H450	Vitreous haemorrhage in diseases classified elsewhere	Xuất huyết dịch kính trong các bệnh phân loại nơi khác
H45.1*	H451	Endophthalmitis in diseases classified elsewhere	Viêm nội nhãn trong các bệnh phân loại nơi khác
H45.8*	H458	Other disorders of vitreous body and globe in diseases classified elsewhere	Các bệnh khác của dịch kính và nhãn cầu trong các bệnh phân loại nơi khác
H46	H46	Optic neuritis	Viêm thần kinh thị
H47	H47	Other disorders of optic [2nd] nerve and visual pathways	Các bệnh khác của thần kinh thị (dây thần kinh II) và đường thị giác
H47.0	H470	Disorders of optic nerve, not elsewhere classified	Bệnh thần kinh thị, không phân loại nơi khác
H47.1	H471	Papilloedema, unspecified	Phù gai, không đặc hiệu
H47.2	H472	Optic atrophy	Teo thần kinh thị
H47.3	H473	Other disorders of optic disc	Bệnh khác của đĩa thị - khuyết gai thị
H47.4	H474	Disorders of optic chiasm	Bệnh giao thoa thị giác
H47.5	H475	Disorders of other visual pathways	Bệnh đường thị giác
H47.6	H476	Disorders of visual cortex	Bệnh vỏ não thị giác
H47.7	H477	Disorder of visual pathways, unspecified	Bệnh đường thị giác, không đặc hiệu
H48	H48	Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere	Bệnh thần kinh thị và đường dẫn thị giác trong các bệnh phân loại nơi khác
H48*	H48	Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere	Bệnh thần kinh thị và đường dẫn thị giác trong các bệnh phân loại nơi khác
H48.0*	H480	Optic atrophy in diseases classified elsewhere	Teo thần kinh thị trong các bệnh phân loại nơi khác
H48.1*	H481	Retrobulbar neuritis in diseases classified elsewhere	Viêm thần kinh hậu cầu trong các bệnh phân loại nơi khác
H48.8*	H488	Other disorders of optic nerve and visual pathways in diseases classified elsewhere	Bệnh khác của thần kinh thị và đường dẫn truyền thị giác trong các bệnh phân loại nơi khác
H49	H49	Paralytic strabismus	Lác liệt
H49.0	H490	Third [oculomotor] nerve palsy	Liệt dây thần kinh [vận nhãn] III
H49.1	H491	Fourth [trochlear] nerve palsy	Liệt dây thần kinh [ròng rọc] IV
H49.2	H492	Sixth [abducent] nerve palsy	Liệt dây thần kinh [giạng] VI
H49.3	H493	Total (external) ophthalmoplegia	Liệt vận nhãn (ngoài) toàn bộ
H49.4	H494	Progressive external ophthalmoplegia	Liệt vận nhãn ngoài tiến triển
H49.8	H498	Other paralytic strabismus	Các loại liệt khác
H49.9	H499	Paralytic strabismus, unspecified	Các loại liệt, không đặc hiệu
H50	H50	Other strabismus	Lác khác
H50.0	H500	Convergent concomitant strabismus	Lác hội tụ đồng hành
H50.1	H501	Divergent concomitant strabismus	Lác phân kỳ đồng hành
H50.2	H502	Vertical strabismus	Lác đứng
H50.3	H503	Intermittent heterotropia	Lác từng hồi
H50.4	H504	Other and unspecified heterotropia	Lác khác và lác không đặc hiệu
H50.5	H505	Heterophoria	Lác ẩn
H50.6	H506	Mechanical strabismus	Lác cơ học
H50.8	H508	Other specified strabismus	Lác xác định khác
H50.9	H509	Strabismus, unspecified	Lác, không đặc hiệu
H51	H51	Other disorders of binocular movement	Các rối loạn vận nhãn hai mắt khác
H51.0	H510	Palsy of conjugate gaze	Liệt phối hợp hướng nhìn
H51.1	H511	Convergence insufficiency and excess	Thiểu năng hay gia tăng quy tụ
H51.2	H512	Internuclear ophthalmoplegia	Liệt vận nhãn gian
H51.8	H518	Other specified disorders of binocular movement	Các rối loạn vận nhãn hai mắt xác định khác
H51.9	H519	Disorder of binocular movement, unspecified	Rối loạn vận nhãn hai mắt, không đặc hiệu
H52	H52	Disorders of refraction and accommodation	Bệnh khúc xạ và điều tiết
H52.0	H520	Hypermetropia	Viễn thị
H52.1	H521	Myopia	Cận thị
H52.2	H522	Astigmatism	Loạn thị
H52.3	H523	Anisometropia and aniseikonia	Khúc xạ hai mắt không đều và hình võng mạc hai mắt không đều
H52.4	H524	Presbyopia	Lão thị
H52.5	H525	Disorders of accommodation	Rối loạn điều tiết
H52.6	H526	Other disorders of refraction	Tật khúc xạ khác
H52.7	H527	Disorder of refraction, unspecified	Tật khúc xạ, không đặc hiệu
H53	H53	Visual disturbances	Rối loạn thị giác
H53.0	H530	Amblyopia ex anopsia	Nhược thị do không nhìn
H53.1	H531	Subjective visual disturbances	Rối loạn thị giác chủ quan
H53.2	H532	Diplopia	Song thị
H53.3	H533	Other disorders of binocular vision	Rối loạn thị giác hai mắt khác
H53.4	H534	Visual field defects	Tổn hại thị trường
H53.5	H535	Colour vision deficiencies	Tổn hại sắc giác
H53.6	H536	Night blindness	Quáng gà
H53.8	H538	Other visual disturbances	Rối loạn thị giác khác
H53.9	H539	Visual disturbance, unspecified	Rối loạn thị giác, không đặc hiệu
H54	H54	Blindness and low vision	Giảm thị lực bao gồm mù lòa (hai mắt hoặc một mắt)
H54.0	H540	Blindness, both eyes	Mù, hai mắt
H54.1	H541	Blindness, one eye, low vision other eye	Giảm thị lực mức độ nặng, hai mắt
H54.2	H542	Low vision, both eyes	Giảm thị lực mức độ trung bình, hai mắt
H54.3	H543	Unqualified visual loss, both eyes	Giảm thị lực mức độ nhẹ hoặc không giảm, hai mắt
H54.4	H544	Blindness, one eye	Mù, một mắt
H54.5	H545	Low vision, one eye	Giảm thị lực mức độ nặng, một mắt
H54.6	H546	Unqualified visual loss, one eye	Giảm thị lực mức độ trung bình, một mắt
H54.7	H547	Unspecified visual loss	Mất thị lực, không đặc hiệu
H54.9	H549	Unspecified visual impairment (binocular)	Giảm thị lực không đặc hiệu (hai mắt)
H55	H55	Nystagmus and other irregular eye movements	Rung giật nhãn cầu và rối loạn vận nhãn khác
H57	H57	Other disorders of eye and adnexa	Các bệnh khác của mắt và phần phụ
H57.0	H570	Anomalies of pupillary function	Bất thường chức năng đồng tử
H57.1	H571	Ocular pain	Nhức mắt
H57.8	H578	Other specified disorders of eye and adnexa	Các bệnh xác định khác của mắt và phần phụ
H57.9	H579	Disorder of eye and adnexa, unspecified	Các bệnh của mắt và phần phụ, không đặc hiệu
H58	H58	Other disorders of eye and adnexa in diseases classified elsewhere	Bệnh khác của mắt và phần phụ trong các bệnh phân loại nơi khác
H58*	H58	Other disorders of eye and adnexa in diseases classified elsewhere	Bệnh khác của mắt và phần phụ trong các bệnh phân loại nơi khác
H58.0*	H580	Anomalies of pupillary function in diseases classified elsewhere	Bất thường chức năng đồng tử trong các bệnh phân loại nơi khác
H58.1*	H581	Visual disturbances in diseases classified elsewhere	Rối loạn thị giác trong các bệnh phân loại nơi khác
H58.8*	H588	Other specified disorders of eye and adnexa in diseases classified elsewhere	Bệnh của mắt và phần phụ xác định khác trong các bệnh phân loại nơi khác
H59	H59	Postprocedural disorders of eye and adnexa, not elsewhere classified	Bệnh mắt và phần phụ sau phẫu thuật không phân loại nơi khác
H59.0	H590	Keratopathy (bullous aphakic) following cataract surgery	Bệnh lý giác mạc (không có thể thủy tinh)
H59.8	H598	Other postprocedural disorders of eye and adnexa	Bệnh khác của mắt và phần phụ sau phẫu thuật
H59.9	H599	Postprocedural disorder of eye and adnexa, unspecified	Bệnh mắt và phần phụ sau phẫu thuật, không đặc hiệu
H60	H60	Otitis externa	Viêm tai ngoài
H60.0	H600	Abscess of external ear	Apxe tai ngoài
H60.1	H601	Cellulitis of external ear	Viêm mô tế bào tai ngoài
H60.2	H602	Malignant otitis externa	Viêm tai ngoài ác tính
H60.3	H603	Other infective otitis externa	Viêm tai ngoài nhiễm trùng khác
H60.4	H604	Cholesteatoma of external ear	Cholesteoma của tai ngoài
H60.5	H605	Acute otitis externa, noninfective	Viêm tai ngoài cấp không nhiễm trùng
H60.8	H608	Other otitis externa	Viêm tai ngoài khác
H60.9	H609	Otitis externa, unspecified	Viêm tai ngoài, không đặc hiệu
H61	H61	Other disorders of external ear	Bệnh khác của tai ngoài
H61.0	H610	Perichondritis of external ear	Viêm màng bao sụn tai ngoài viêm màng sụn vành tai
H61.1	H611	Noninfective disorders of pinna	Bệnh loa tai không nhiễm trùng
H61.2	H612	Impacted cerumen	Nút ráy tai
H61.3	H613	Acquired stenosis of external ear canal	Hẹp ống tai ngoài mắc phải
H61.8	H618	Other specified disorders of external ear	Bệnh tai ngoài xác định khác
H61.9	H619	Disorder of external ear, unspecified	Bệnh tai ngoài, không đặc hiệu
H62	H62	Disorders of external ear in diseases classified elsewhere	Bệnh tai ngoài trong bệnh phân loại nơi khác
H62*	H62	Disorders of external ear in diseases classified elsewhere	Bệnh tai ngoài trong bệnh phân loại nơi khác
H62.0*	H620	Otitis externa in bacterial diseases classified elsewhere	Viêm tai ngoài trong bệnh nhiễm trùng phân loại nơi khác
H62.1*	H621	Otitis externa in viral diseases classified elsewhere	Viêm tai ngoài trong bệnh do virus phân loại nơi khác
H62.2*	H622	Otitis externa in mycoses	Viêm tai ngoài trong bệnh nhiễm nấm
H62.3*	H623	Otitis externa in other infectious and parasitic diseases classified elsewhere	Viêm tai ngoài trong bệnh nhiễm trùng và ký sinh trùng khác phân loại nơi khác
H62.4*	H624	Otitis externa in other diseases classified elsewhere	Viêm tai ngoài trong bệnh khác phân loại nơi khác
H62.8*	H628	Other disorders of external ear in diseases classified elsewhere	Bệnh khác của tai ngoài trong bệnh phân loại nơi khác
H65	H65	Nonsuppurative otitis media	Viêm tai giữa không nung mủ viêm tai giữa không mủ
H65.0	H650	Acute serous otitis media	Viêm tai giữa xuất tiết cấp và bán cấp viêm tai giữa thanh dịch cấp
H65.1	H651	Other acute nonsuppurative otitis media	Viêm tai giữa không nung mủ cấp khác
H65.2	H652	Chronic serous otitis media	Viêm tai giữa xuất tiết mạn viêm tai giữa thanh dịch mạn
H65.3	H653	Chronic mucoid otitis media	Viêm tai giữa tiết nhày mạn
H65.4	H654	Other chronic nonsuppurative otitis media	Viêm tai giữa không nung mủ mạn khác
H65.9	H659	Nonsuppurative otitis media, unspecified	Viêm tai giữa không nung mủ, không đặc hiệu
H66	H66	Suppurative and unspecified otitis media	Viêm tai giữa nung mủ và không đặc hiệu
H66.0	H660	Acute suppurative otitis media	Viêm tai giữa nung mủ cấp viêm tai giữa cấp mủ
H66.1	H661	Chronic tubotympanic suppurative otitis media	Viêm tai giữa vòi nhĩ mủ mạn
H66.2	H662	Chronic atticoantral suppurative otitis media	Viêm tai giữa thượng nhĩ sào bào mủ mạn
H66.3	H663	Other chronic suppurative otitis media	Viêm tai giữa nung mủ mạn khác viêm tai giữa mủ mạn khác
H66.4	H664	Suppurative otitis media, unspecified	Viêm tai giữa nung mủ không đặc hiệu viêm tai giữa mủ không đặc hiệu
H66.9	H669	Otitis media, unspecified	Viêm tai giữa không đặc hiệu
H67	H67	Otitis media in diseases classified elsewhere	Viêm tai giữa trong bệnh phân loại nơi khác
H67*	H67	Otitis media in diseases classified elsewhere	Viêm tai giữa trong bệnh phân loại nơi khác
H67.0*	H670	Otitis media in bacterial diseases classified elsewhere	Viêm tai giữa trong bệnh nhiễm trùng phân loại nơi khác
H67.1*	H671	Otitis media in viral diseases classified elsewhere	Viêm tai giữa trong bệnh do virus phân loại nơi khác
H67.8*	H678	Otitis media in other diseases classified elsewhere	Viêm tai giữa trong bệnh khác phân loại nơi khác
H68	H68	Eustachian salpingitis and obstruction	Viêm và tắc vòi Eustache
H68.0	H680	Eustachian salpingitis	Viêm vòi Eustache
H68.1	H681	Obstruction of Eustachian tube	Tắc vòi Eustache
H69	H69	Other disorders of Eustachian tube	Bệnh khác của vòi Eustache
H69.0	H690	Patulous Eustachian tube	Vòi Eustache rộng
H69.8	H698	Other specified disorders of Eustachian tube	Bệnh vòi Eustache xác định khác
H69.9	H699	Eustachian tube disorder, unspecified	Bệnh vòi Eustache, không đặc hiệu
H70	H70	Mastoiditis and related conditions	Viêm xương chũm và tình trạng liên quan
H70.0	H700	Acute mastoiditis	Viêm xương chũm cấp
H70.1	H701	Chronic mastoiditis	Viêm xương chũm mạn
H70.2	H702	Petrositis	Viêm xương đá
H70.8	H708	Other mastoiditis and related conditions	Viêm xương chũm khác và tình trạng liên quan
H70.9	H709	Mastoiditis, unspecified	Viêm xương chũm, không đặc hiệu
H71	H71	Cholesteatoma of middle ear	Cholesteatoma của tai giữa
H72	H72	Perforation of tympanic membrane	Thủng màng nhĩ
H72.0	H720	Central perforation of tympanic membrane	Thủng màng nhĩ trung tâm
H72.1	H721	Attic perforation of tympanic membrane	Thủng màng nhĩ ở vị trí thượng nhĩ
H72.2	H722	Other marginal perforations of tympanic membrane	Thủng rìa màng nhĩ khác thủng màng nhĩ sát xương khác
H72.8	H728	Other perforations of tympanic membrane	Thủng màng nhĩ khác
H72.9	H729	Perforation of tympanic membrane, unspecified	Thủng màng nhĩ, không đặc hiệu
H73	H73	Other disorders of tympanic membrane	Bệnh khác của màng nhĩ
H73.0	H730	Acute myringitis	Viêm màng nhĩ cấp
H73.1	H731	Chronic myringitis	Viêm màng nhĩ mạn
H73.8	H738	Other specified disorders of tympanic membrane	Những rối loạn đặc hiệu khác của màng nhĩ
H73.9	H739	Disorder of tympanic membrane, unspecified	Bệnh màng nhĩ, không đặc hiệu
H74	H74	Other disorders of middle ear and mastoid	Bệnh khác của tai giữa và xương chũm
H74.0	H740	Tympanosclerosis	Xơ nhĩ
H74.1	H741	Adhesive middle ear disease	Bệnh tai giữa kết dính bệnh tai giữa dính
H74.2	H742	Discontinuity and dislocation of ear ossicles	Gián đoạn và trật khớp xương con của tai gián đoạn và trật khớp xương con
H74.3	H743	Other acquired abnormalities of ear ossicles	Những bất thường mắc phải khác của chuỗi xương con dị dạng xương con mắc phải khác
H74.4	H744	Polyp of middle ear	Polip tai giữa
H74.8	H748	Other specified disorders of middle ear and mastoid	Những rối loạn đặc hiệu khác của tai giữa và xương chũm
H74.9	H749	Disorder of middle ear and mastoid, unspecified	Bệnh tai, những rối loạn ở tai giữa và xương chũm không đặc hiệu những rối loạn ở tai giữa và xương chũm không đặc hiệu
H75	H75	Other disorders of middle ear and mastoid in diseases classified elsewhere	Bệnh khác của tai giữa và xương chũm trong bệnh phân loại nơi khác
H75*	H75	Other disorders of middle ear and mastoid in diseases classified elsewhere	Bệnh khác của tai giữa và xương chũm trong bệnh phân loại nơi khác
H75.0*	H750	Mastoiditis in infectious and parasitic diseases classified elsewhere	Viêm xương chũm trong bệnh nhiễm trùng và ký sinh trùng phân loại nơi khác
H75.8*	H758	Other specified disorders of middle ear and mastoid in diseases classified elsewhere	Những rối loạn đặc hiệu khác của tai giữa và xương chũm trong các bệnh đã được phân loại nơi khác
H80	H80	Otosclerosis	Xốp xơ tai
H80.0	H800	Otosclerosis involving oval window, nonobliterative	Xốp xơ tai xâm lấn cửa sổ bầu dục làm bít tắc xốp xơ tai xâm lấn cửa sổ bầu dục bít lấp
H80.1	H801	Otosclerosis involving oval window, obliterative	Xốp xơ tai xâm lấn cửa sổ bầu dục làm bít tắc xốp xơ tai xâm lấn cửa sổ bầu dục bít lấp
H80.2	H802	Cochlear otosclerosis	Xốp xơ ốc tai
H80.8	H808	Other otosclerosis	Xốp xơ tai khác
